DATE	EVENT	MAIN EVENT	PPV							
03/19/2011	UFC 128	Shogun vs. Jones	490,000
04/30/2011	UFC 129	GSP vs. Shields	800,000
05/28/2011	UFC 130	Rampage vs. Hamill	325,000
06/11/2011	UFC 131	Dos Santos vs. Carwin	330,000
07/02/2011	UFC 132	Cruz vs. Faber	320,000
08/06/2011	UFC 133	Evans vs. Ortiz	310,000
08/27/2011	UFC 134	Silva vs. Okami	335,000
09/24/2011	UFC 135	Jones vs. Rampage	520,000
10/08/2011	UFC 136	Edgar vs. Maynard III	225,000
10/29/2011	UFC 137	Penn vs. Diaz	280,000
11/19/2011	UFC 139	Henderson vs. Rua	290,000
12/10/2011	UFC 140	Jones vs. Machida	480,000
12/31/2011	UFC 141	Lesnar vs. Overeem	535,000
01/14/2012	UFC 142	Aldo vs Mendes	215,000
02/04/2012	UFC 143	Condit vs. Diaz	400,000
02/26/2012	UFC 144	Edgar vs. Henderson	325,000
04/21/2012	UFC 145	Jones vs. Evans	700,000
05/26/2012	UFC 146	Dos Santos vs. Mir	560,000
06/23/2012	UFC 147	W. Silva vs. Franklin II	140,000
07/07/2012	UFC 148	Silva vs. Sonnen II	925,000
07/21/2012	UFC 149	Faber vs. Barao	230,000
08/11/2012	UFC 150	Henderson v. Edgar II	190,000
09/01/2012	UFC 151	Jones vs. Henderson	Canceled
09/22/2012	UFC 152	Jones vs. Belfort	450,000
10/13/2012	UFC 153	Silva vs. Bonnar	410,000
11/17/2012	UFC 154	GSP vs. Condit	700,000
12/29/2012	UFC 155	JDS vs. Velasquez II	590,000
02/02/2013	UFC 156	Aldo vs Edgar	330,000
02/23/2013	UFC 157	Rousey vs Carmouche	450,000
03/16/2013	UFC 158	GSP vs Diaz	950,000
04/27/2013	UFC 159	Jones vs Sonnen	530,000
05/25/2013	UFC 160	Velasquez vs Bigfoot II	380,000
06/15/2013	UFC 161	Henderson vs Evans	140,000
07/06/2013	UFC 162	Silva vs Weidman	550,000
08/03/2013	UFC 163	Aldo vs Jung	180,000
08/31/2013	UFC 164	Henderson vs Pettis	270,000
09/21/2013	UFC 165	Jones vs Gustafsson	310,000
10/19/2013	UFC 166	Velasquez vs JDS III	330,000
11/16/2013	UFC 167	GSP vs Hendricks	630,000
12/28/2013	UFC 168	Weidman vs Silva II	1,025,000
02/01/2014	UFC 169	Barao vs Faber II	230,000
02/22/2014	UFC 170	Rousey vs McMann	350,000
03/15/2014	UFC 171	Hendricks vs Lawler	300,000
04/26/2014	UFC 172	Jones vs Teixeira	350,000
05/17/2014	Bellator 120	Rampage vs King Mo	100,000
05/24/2014	UFC 173	Barao vs Dillashaw	215,000
06/14/2014	UFC 174	Johnson vs Bagautinov	115,000
07/05/2014	UFC 175	Weidman vs Machida	545,000
08/02/2014	UFC 176	Aldo vs Mendes II	Canceled
08/30/2014	UFC 177	Dillashaw vs Soto	125,000
09/27/2014	UFC 178	Johnson vs Cariaso	205,000
10/25/2014	UFC 179	Aldo vs Mendes II	180,000
11/15/2014	UFC 180	Werdum vs Hunt	185,000
12/06/2014	UFC 181	Hendricks vs Lawler II	400,000
01/03/2015	UFC 182	Jones vs Cormier	800,000
01/31/2015	UFC 183	Silva vs Diaz	650,000
02/28/2015	UFC 184	Rousey vs Zingano	600,000
03/14/2015	UFC 185	Pettis vs Dos Anjos	310,000
04/25/2015	UFC 186	Johnson vs Horiguchi	125,000
05/23/2015	UFC 187	Johnson vs Cormier	375,000
06/13/2015	UFC 188	Velasquez vs Werdum	300,000
07/11/2015	UFC 189	McGregor vs Mendes	825,000
08/01/2015	UFC 190	Rousey vs Correia	900,000
09/05/2015	UFC 191	Johnson vs Dodson II	115,000
10/03/2015	UFC 192	Cormier vs Gustafsson	250,000
11/15/2015	UFC 193	Rousey vs Holm	1,100,000
12/12/2015	UFC 194	Aldo vs McGregor	1,025,000
01/02/2016	UFC 195	Lawler vs Condit	300,000
03/05/2016	UFC 196	McGregor vs Diaz	1,317,000
04/23/2016	UFC 197	Jones vs St. Preux	322,000
05/14/2016	UFC 198	Werdum vs Miocic	217,000
06/04/2016	UFC 199	Rockhold v Bisping 2	320,000
07/09/2016	UFC 200	Tate v Nunes	1,009,000
07/30/2016	UFC 201	Lawler v Woodley	240,000
08/20/2016	UFC 202	McGregor v Diaz 2	1,650,000
09/10/2016	UFC 203	Miocic v Overeem	450,000
10/08/2016	UFC 204	Bisping v Henderson 2	290,000
11/12/2016	UFC 205	McGregor v Alvarez	1,300,000
12/10/2016	UFC 206	Holloway v Pettis	150,000
12/30/2016	UFC 207	Nunes v Rousey	1,100,000
